IP地址,端口,TLS,数据中心,国家,地区,城市,ASN,ORG,延迟(ms),速度(MB/s)
39.124.96.8,17257,TRUE,JP:KIX198,JP,Asia Pacific,Osaka,9318,SK Broadband Co Ltd,88,8.26
175.119.93.150,23275,TRUE,JP:KIX199,JP,Asia Pacific,Osaka,9318,SK Broadband Co Ltd,80,8.26
218.48.215.62,17791,TRUE,JP:KIX200,JP,Asia Pacific,Osaka,9318,SK Broadband Co Ltd,84,8.25
1.243.39.139,23569,TRUE,JP:KIX201,JP,Asia Pacific,Osaka,9318,SK Broadband Co Ltd,73,8.24
39.119.121.132,38218,TRUE,JP:KIX202,JP,Asia Pacific,Osaka,9318,SK Broadband Co Ltd,87,8.24
221.143.121.193,26389,TRUE,JP:KIX203,JP,Asia Pacific,Osaka,9318,SK Broadband Co Ltd,126,8.23
175.119.93.150,39521,TRUE,JP:KIX204,JP,Asia Pacific,Osaka,9318,SK Broadband Co Ltd,93,8.23
121.125.215.217,21218,TRUE,JP:KIX205,JP,Asia Pacific,Osaka,9318,SK Broadband Co Ltd,67,8.22
39.115.248.136,36034,TRUE,JP:KIX206,JP,Asia Pacific,Osaka,9318,SK Broadband Co Ltd,75,8.22
175.119.93.150,21483,TRUE,JP:KIX207,JP,Asia Pacific,Osaka,9318,SK Broadband Co Ltd,71,8.22
211.179.70.112,14300,TRUE,JP:KIX208,JP,Asia Pacific,Osaka,9318,SK Broadband Co Ltd,69,8.22
211.179.70.112,12864,TRUE,JP:KIX209,JP,Asia Pacific,Osaka,9318,SK Broadband Co Ltd,83,8.22
222.237.202.177,19700,TRUE,JP:KIX210,JP,Asia Pacific,Osaka,9318,SK Broadband Co Ltd,92,8.22
39.115.248.136,27067,TRUE,JP:KIX211,JP,Asia Pacific,Osaka,9318,SK Broadband Co Ltd,72,8.22
39.115.0.100,36013,TRUE,JP:KIX212,JP,Asia Pacific,Osaka,9318,SK Broadband Co Ltd,79,8.21
222.237.202.177,34092,TRUE,JP:KIX213,JP,Asia Pacific,Osaka,9318,SK Broadband Co Ltd,91,8.21
219.248.32.74,28293,TRUE,JP:KIX214,JP,Asia Pacific,Osaka,9318,SK Broadband Co Ltd,120,8.21
1.241.218.157,29810,TRUE,JP:KIX215,JP,Asia Pacific,Osaka,9318,SK Broadband Co Ltd,73,8.2
221.143.121.193,19710,TRUE,JP:KIX216,JP,Asia Pacific,Osaka,9318,SK Broadband Co Ltd,135,8.2
118.217.254.146,12463,TRUE,JP:KIX217,JP,Asia Pacific,Osaka,9318,SK Broadband Co Ltd,92,8.2
