IP地址,端口,TLS,数据中心,国家,地区,城市,ASN,ORG,延迟(ms),速度(MB/s)
58.124.11.106,34617,TRUE,KR:ICN95,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,50,9.8
1.232.40.93,24641,TRUE,KR:ICN96,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,43,9.8
58.232.49.2,12213,TRUE,KR:ICN97,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,41,9.78
61.98.58.5,17144,TRUE,KR:ICN98,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,62,9.78
222.235.14.103,18638,TRUE,KR:ICN99,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,50,9.78
39.115.248.136,34299,TRUE,KR:ICN100,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,41,9.77
175.119.135.29,12161,TRUE,KR:ICN101,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,47,9.77
39.115.248.136,34299,TRUE,KR:ICN102,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,41,9.77
175.119.135.29,12161,TRUE,KR:ICN103,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,47,9.77
1.236.97.252,11376,TRUE,KR:ICN104,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,36,9.77
119.67.240.86,12155,TRUE,KR:ICN105,KR,Asia Pacific,Seoul,17858,LG POWERCOMM,50,9.76
124.111.242.213,31582,TRUE,KR:ICN106,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,48,9.74
122.36.31.22,12162,TRUE,KR:ICN107,KR,Asia Pacific,Seoul,17858,LG POWERCOMM,54,9.74
124.111.242.213,31582,TRUE,KR:ICN108,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,48,9.74
61.36.31.132,12508,TRUE,KR:ICN109,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,47,9.74
218.38.33.77,12454,TRUE,KR:ICN110,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,41,9.73
222.251.222.151,29924,TRUE,KR:ICN111,KR,Asia Pacific,Seoul,23563,SK Broadband Co Ltd,85,9.73
203.252.134.135,30049,TRUE,KR:ICN112,KR,Asia Pacific,Seoul,9459,Konkuk University,96,9.72
58.238.77.178,15787,TRUE,KR:ICN113,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,49,9.72
39.121.97.223,36539,TRUE,KR:ICN114,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,48,9.71
39.121.97.223,36539,TRUE,KR:ICN115,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,48,9.71
118.220.141.210,20570,TRUE,KR:ICN116,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,51,9.7
118.220.141.210,20570,TRUE,KR:ICN117,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,51,9.7
1.236.248.109,33882,TRUE,KR:ICN118,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,54,9.7
175.123.37.191,27209,TRUE,KR:ICN119,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,51,9.7
118.220.141.210,15213,TRUE,KR:ICN120,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,62,9.69
118.220.141.210,15213,TRUE,KR:ICN121,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,62,9.69
218.239.152.168,30012,TRUE,KR:ICN122,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,44,9.69
110.12.85.17,31044,TRUE,KR:ICN123,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,62,9.69
39.112.49.232,25334,TRUE,KR:ICN124,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,53,9.67
61.98.58.5,30025,TRUE,KR:ICN125,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,40,9.67
39.124.231.44,19828,TRUE,KR:ICN126,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,52,9.66
211.203.39.135,32967,TRUE,KR:ICN127,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,40,9.66
124.111.208.233,29820,TRUE,KR:ICN128,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,51,9.65
124.111.208.233,29820,TRUE,KR:ICN129,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,51,9.65
121.125.162.32,17692,TRUE,KR:ICN130,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,60,9.65
27.119.235.222,12136,TRUE,KR:ICN131,KR,Asia Pacific,Seoul,17864,SK Broadband Co Ltd,42,9.62
124.111.208.233,39988,TRUE,KR:ICN132,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,45,9.62
118.216.67.83,31470,TRUE,KR:ICN133,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,100,9.61
175.118.73.120,31121,TRUE,KR:ICN134,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,45,9.61
58.232.49.2,34300,TRUE,KR:ICN135,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,70,9.6
58.232.49.2,34300,TRUE,KR:ICN136,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,70,9.6
175.113.68.197,12405,TRUE,KR:ICN137,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,51,9.59
175.113.68.197,12405,TRUE,KR:ICN138,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,51,9.59
27.119.233.60,11763,TRUE,KR:ICN139,KR,Asia Pacific,Seoul,17864,SK Broadband Co Ltd,44,9.59
124.111.208.233,17580,TRUE,KR:ICN140,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,102,9.58
1.246.152.128,27017,TRUE,KR:ICN141,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,59,9.58
124.111.208.233,17580,TRUE,KR:ICN142,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,102,9.58
27.119.235.146,31027,TRUE,KR:ICN143,KR,Asia Pacific,Seoul,17864,SK Broadband Co Ltd,42,9.58
1.236.186.119,28849,TRUE,KR:ICN144,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,69,9.58
1.231.146.114,19130,TRUE,KR:ICN145,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,66,9.58
61.254.205.175,27380,TRUE,KR:ICN146,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,39,9.57
221.143.121.193,26638,TRUE,KR:ICN147,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,86,9.56
221.143.121.193,26638,TRUE,KR:ICN148,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,86,9.56
27.119.233.60,22689,TRUE,KR:ICN149,KR,Asia Pacific,Seoul,17864,SK Broadband Co Ltd,56,9.56
110.12.241.155,28014,TRUE,KR:ICN150,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,41,9.55
222.235.135.123,10238,TRUE,KR:ICN151,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,51,9.55
110.12.241.155,28014,TRUE,KR:ICN152,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,41,9.55
211.108.70.130,32651,TRUE,KR:ICN153,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,39,9.54
110.12.85.17,27375,TRUE,KR:ICN154,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,48,9.53
222.251.222.151,24381,TRUE,KR:ICN155,KR,Asia Pacific,Seoul,23563,SK Broadband Co Ltd,76,9.53
39.113.220.231,33773,TRUE,KR:ICN156,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,105,9.52
175.119.135.29,13380,TRUE,KR:ICN157,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,47,9.52
115.137.162.237,10043,TRUE,KR:ICN158,KR,Asia Pacific,Seoul,17858,LG POWERCOMM,61,9.52
39.113.220.231,33773,TRUE,KR:ICN159,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,105,9.52
58.233.215.231,26326,TRUE,KR:ICN160,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,53,9.52
222.235.135.123,28953,TRUE,KR:ICN161,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,60,9.52
1.235.167.206,12368,TRUE,KR:ICN162,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,44,9.51
121.125.215.217,10589,TRUE,KR:ICN163,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,43,9.51
